GENENAME,CHEMBL_ID
F2,CHEMBL4471
LDHA,CHEMBL2102
PTGES,CHEMBL2502
P2RX4,CHEMBL2104
NDUFA11,CHEMBL2503
Gstm2,CHEMBL2504
P2RX7,CHEMBL4805
Ryr3,CHEMBL2365
PP2CB,CHEMBL2845
PPM1B,CHEMBL2845
PPP2R4,CHEMBL2505
PTPA,CHEMBL2505
Mlnr,CHEMBL3875
Trhr2,CHEMBL3875
GRB1,CHEMBL2506
PIK3R1,CHEMBL2506
GLUR3,CHEMBL3595
GLURC,CHEMBL3595
GRIA3,CHEMBL3595
ALDA,CHEMBL2106
ALDOA,CHEMBL2106
SRC,CHEMBL267
SRC1,CHEMBL267
ache,CHEMBL4780
ACE,CHEMBL4074
DCP1,CHEMBL4074
CHRM2,CHEMBL4781
MME,CHEMBL3768
NMT1,CHEMBL3548
TPR,CHEMBL5131
NHE1,CHEMBL2865
SLC9A1,CHEMBL2865
NHE2,CHEMBL3770
SLC9A2,CHEMBL3770
def,CHEMBL2367
def1,CHEMBL2367
pdf1,CHEMBL2367
APNG,CHEMBL3771
UL80,CHEMBL3771
gag-pol,CHEMBL3562
pol1,CHEMBL3564
polA,CHEMBL3564
dhfR,CHEMBL2902
folA,CHEMBL2902
folA,CHEMBL3565
EcR,CHEMBL3413
NR1H1 ,CHEMBL3413
EcR,CHEMBL3868
NR1H1,CHEMBL3868
erm,CHEMBL2757
RIR1,CHEMBL3840
Cckar,CHEMBL2798
shc,CHEMBL3569
HIS3,CHEMBL3226
PRS,CHEMBL4636
CCKAR,CHEMBL1901
CCKRA,CHEMBL1901
CXCR4,CHEMBL2107
CCNT1,CHEMBL2108
NPY1R,CHEMBL4777
NPYR,CHEMBL4777
NPYY1,CHEMBL4777
CD4,CHEMBL2754
NPY2R,CHEMBL4018
MAP2K3,CHEMBL2109
MEK3,CHEMBL2109
MKK3,CHEMBL2109
PRKMK3,CHEMBL2109
SKK2,CHEMBL2109
CDK6,CHEMBL2508
CDKN6,CHEMBL2508
Acox1,CHEMBL4632
Ntsr,CHEMBL3570
Ntsr1,CHEMBL3570
NTSR2,CHEMBL2514
Ntr2,CHEMBL5106
Ntsr2,CHEMBL5106
Casr,CHEMBL2516
Gprc2a,CHEMBL2516
Pcar1,CHEMBL2516
MTND2,CHEMBL2112
MT-ND2,CHEMBL2112
NADH2,CHEMBL2112
ND2,CHEMBL2112
CTSF,CHEMBL2517
CTSG,CHEMBL4071
CTSK,CHEMBL268
CTSO,CHEMBL268
CTSO2,CHEMBL268
Ctsk,CHEMBL3034
CTSL,CHEMBL2113
CTSL1,CHEMBL2113
CTSL,CHEMBL3837
CTSL1,CHEMBL3837
Cnr1,CHEMBL3037
Cnr1,CHEMBL3571
Skr6,CHEMBL3571
CBG,CHEMBL2421
SERPINA6,CHEMBL2421
CPA,CHEMBL2088
CPA1,CHEMBL2088
CPM,CHEMBL3038
CDC45,CHEMBL3040
CDC45L,CHEMBL3040
CDC45L2 ,CHEMBL3040
CACH5,CHEMBL4478
CACNA1B,CHEMBL4478
CACNL1A5,CHEMBL4478
Cach2,CHEMBL2529
Cacn2,CHEMBL2529
Cacna1c,CHEMBL2529
Cacnl1a1,CHEMBL2529
Cchl1a1,CHEMBL2529
Cach2,CHEMBL3762
Cacn2,CHEMBL3762
Cacna1c,CHEMBL3762
Cacnl1a1,CHEMBL3762
Cchl1a1,CHEMBL3762
Cach3,CHEMBL4132
Cacn4,CHEMBL4132
Cacna1d,CHEMBL4132
Cacnl1a2,CHEMBL4132
Cchl1a2,CHEMBL4132
CETP,CHEMBL3572
Ccnb1,CHEMBL2093
CCNB,CHEMBL2412
CCNB1,CHEMBL2412
BCL1,CHEMBL3610
CCND1,CHEMBL3610
PRAD1,CHEMBL3610
Oprd1,CHEMBL269
Ror-a,CHEMBL269
Oprk1,CHEMBL3614
Ror-d,CHEMBL3614
OPRM1,CHEMBL3041
Oprm1,CHEMBL270
Ror-b,CHEMBL270
Oor,CHEMBL3621
Oprl,CHEMBL3621
Oprl1,CHEMBL3621
CDS1,CHEMBL2527
CHEK2,CHEMBL2527
CHK2,CHEMBL2527
RAD53,CHEMBL2527
BCHE,CHEMBL1914
CHE1,CHEMBL1914
Bche,CHEMBL2528
P2RX1,CHEMBL2094
P2X1,CHEMBL2094
P2rx1,CHEMBL2530
P2RX2,CHEMBL2531
P2X2,CHEMBL2531
P2rx5,CHEMBL2495
P2rx6,CHEMBL2122
P2rxl1,CHEMBL2122
P2rx7,CHEMBL2496
NRU,CHEMBL2123
P2RY4,CHEMBL2123
BLT,CHEMBL3911
BLT1,CHEMBL3911
BLTR,CHEMBL3911
CMKRL1,CHEMBL3911
GPR16,CHEMBL3911
LTB4R,CHEMBL3911
P2RY7,CHEMBL3911
P2ry4,CHEMBL2124
P2y4,CHEMBL2124
P2RY1,CHEMBL4315
P2ry1,CHEMBL2497
CCR1,CHEMBL2413
CMKBR1,CHEMBL2413
CMKR1,CHEMBL2413
SCYAR1,CHEMBL2413
CCR3,CHEMBL3473
CMKBR3,CHEMBL3473
Otr,CHEMBL3996
Oxtr,CHEMBL3996
PIK3CA,CHEMBL2498
Pik3ca,CHEMBL2499
KCNA2,CHEMBL2086
HGK5,CHEMBL4633
KCNA3,CHEMBL4633
Kcna3,CHEMBL4818
PPP2CB,CHEMBL2435
Scn1a,CHEMBL4906
Scn2a,CHEMBL3399
Scn2a1,CHEMBL3399
Scn3a,CHEMBL4966
PEPT1,CHEMBL4605
SLC15A1,CHEMBL4605
PPM1A,CHEMBL2437
PPPM1A,CHEMBL2437
PTGFR,CHEMBL4820
Pgc,CHEMBL2152
EPER,CHEMBL2438
EPO,CHEMBL2438
EPP,CHEMBL2438
EPX,CHEMBL2438
MPO,CHEMBL2439
Mpo,CHEMBL2440
FNTA,CHEMBL271
FNTB,CHEMBL272
Pdgfr,CHEMBL2749
Pdgfr1,CHEMBL2749
Pdgfrb,CHEMBL2749
Cox1,CHEMBL2649
Cox-1,CHEMBL2649
Ptgs1,CHEMBL2649
5ht1a,CHEMBL273
Htr1a,CHEMBL273
5ht1b,CHEMBL3459
Htr1b,CHEMBL3459
Htr1d,CHEMBL5450
CCR4,CHEMBL2414
CMKBR4,CHEMBL2414
CCR5,CHEMBL274
CMKBR5,CHEMBL274
PLA2G7,CHEMBL2441
CPLA2,CHEMBL3816
PLA2G4,CHEMBL3816
PLA2G4A,CHEMBL3816
PDE1B,CHEMBL4425
PDE1B1,CHEMBL4425
PDES1B,CHEMBL4425
PLA2B,CHEMBL3474
PLA2G2A,CHEMBL3474
PLA2L,CHEMBL3474
RASF-A,CHEMBL3474
PLA2G2E,CHEMBL2154
Ptafr,CHEMBL3993
Ptafr,CHEMBL4127
PAI1,CHEMBL3475
PLANH1,CHEMBL3475
SERPINE1,CHEMBL3475
Pai1,CHEMBL2155
Planh1,CHEMBL2155
Serpine1,CHEMBL2155
PDE1B,CHEMBL2650
PDE1B1,CHEMBL2650
PDE2A,CHEMBL3477
PDE2A,CHEMBL2652
Pde2a,CHEMBL4650
DPDE4,CHEMBL275
PDE4B,CHEMBL275
Pde4b,CHEMBL3382
Pde4d,CHEMBL2712
PDE5,CHEMBL3478
PDE5A,CHEMBL3478
PDE6C,CHEMBL3479
PDEA2,CHEMBL3479
PDE6D,CHEMBL3860
PDED,CHEMBL3860
Acac,CHEMBL2397
Acaca,CHEMBL2397
ACACB,CHEMBL4829
ACC2,CHEMBL4829
ACCB,CHEMBL4829
PDK1,CHEMBL2534
PDPK1,CHEMBL2534
Ptger1,CHEMBL2181
Ptgerep1,CHEMBL2181
Ptger2,CHEMBL2488
Ptgerep2,CHEMBL2488
Ptger4,CHEMBL2489
Ptgerep4,CHEMBL2489
PGA,CHEMBL2714
HTR1E,CHEMBL2182
5ht1f,CHEMBL4646
Htr1f,CHEMBL4646
Htr2,CHEMBL5377
Htr2a,CHEMBL5377
HTR2A,CHEMBL2490
Htr4,CHEMBL2183
Htr4,CHEMBL4317
HTR5A,CHEMBL3426
5ht5a,CHEMBL3597
Htr5a,CHEMBL3597
5ht5a,CHEMBL4655
Htr5a,CHEMBL4655
HTR6,CHEMBL3371
Htr6,CHEMBL3372
5ht3,CHEMBL4972
Htr3,CHEMBL4972
Htr3a,CHEMBL4972
Acra6,CHEMBL4747
Chrna6,CHEMBL4747
CHRNA7,CHEMBL2492
NACHRA7,CHEMBL2492
CHRNA9,CHEMBL2184
NACHRA9,CHEMBL2184
ACHRE,CHEMBL2484
CHRNE,CHEMBL2484
Achre,CHEMBL4961
Chrne,CHEMBL4961
CHRNB2,CHEMBL1883
Adra1a,CHEMBL2130
Adra1d,CHEMBL2130
Gpcr8,CHEMBL2130
Chrm1,CHEMBL276
Chrm-1,CHEMBL276
Chrm2,CHEMBL3197
Chrm-2,CHEMBL3197
Chrm3,CHEMBL5105
Chrm-3,CHEMBL5105
Atp1a4,CHEMBL2485
Atp1al2,CHEMBL2485
ADRA1A,CHEMBL4892
ADRA1C,CHEMBL4892
Adra1b,CHEMBL2486
CF2R,CHEMBL3974
F2R,CHEMBL3974
PAR1,CHEMBL3974
TR,CHEMBL3974
ADRA2A,CHEMBL4744
Adra2a,CHEMBL4075
A4,CHEMBL2487
AD1,CHEMBL2487
APP,CHEMBL2487
ADORA1,CHEMBL2114
Adora2a,CHEMBL2115
AMPK,CHEMBL2116
AMPK2,CHEMBL2116
PRKAA2,CHEMBL2116
PRKAB2,CHEMBL2117
PRKAG2,CHEMBL2453
ABP1,CHEMBL2118
AOC1,CHEMBL2118
DAO1,CHEMBL2118
Abp1,CHEMBL4648
Aoc1,CHEMBL4648
Ache,CHEMBL3198
Ache,CHEMBL3199
CHRNA4,CHEMBL1882
NACRA4,CHEMBL1882
CYP11A1,CHEMBL4813
AEPLC,CHEMBL2525
ALP56,CHEMBL2525
ASP21,CHEMBL2525
BACE2,CHEMBL2525
ELNR1,CHEMBL2522
GLB1,CHEMBL2522
Gus,CHEMBL4814
Gusb,CHEMBL4814
B1bkr,CHEMBL4613
Bdkrb1,CHEMBL4613
Bkr,CHEMBL4613
NEU2,CHEMBL3200
BRS3,CHEMBL4080
Gpr74,CHEMBL3425
Npff2,CHEMBL3425
Npffr2,CHEMBL3425
Npgpr,CHEMBL3425
KIAA0253 ,CHEMBL3418
NCSTN,CHEMBL3418
C1S,CHEMBL3913
Tac1r,CHEMBL4027
Tacr1,CHEMBL4027
TAC2R,CHEMBL4815
TACR2,CHEMBL4815
Chrm4,CHEMBL4572
Chrm-4,CHEMBL4572
Chrm5,CHEMBL277
Chrm-5,CHEMBL277
Adam17,CHEMBL2523
Tace,CHEMBL2523
ADH7,CHEMBL3867
AGTR2,CHEMBL4607
GLA,CHEMBL2524
AHR,CHEMBL3201
BHLHE76,CHEMBL3201
AKT2,CHEMBL2431
AKT3,CHEMBL4816
PKBG,CHEMBL4816
ALB,CHEMBL3253
UNQ696/PRO1341,CHEMBL3253
Alb,CHEMBL4817
MAP1,CHEMBL2526
METAP2,CHEMBL3922
P67EIF2,CHEMBL3922
APB,CHEMBL2432
RNPEP,CHEMBL2432
AMY2A,CHEMBL2045
AMY1,CHEMBL2478
AMY1A,CHEMBL2478
AMY1B,CHEMBL2478
AMY1C,CHEMBL2478
NPR2,CHEMBL2156
MAOA,CHEMBL3254
Agtrl1,CHEMBL2398
Apj,CHEMBL2398
Aplnr,CHEMBL2398
ADRBK1,CHEMBL4079
BARK,CHEMBL4079
BARK1,CHEMBL4079
GRK2,CHEMBL4079
ARSA,CHEMBL2193
ARSB,CHEMBL2399
AAC2,CHEMBL2194
NAT2,CHEMBL2194
Sat,CHEMBL4775
Sat1,CHEMBL4775
ATF1,CHEMBL3255
Atp4b,CHEMBL4771
TAT,CHEMBL3043
Adrb1,CHEMBL3440
Adrb1r,CHEMBL3440
Adrb1,CHEMBL3252
Adrb1r,CHEMBL3252
NEC2,CHEMBL2433
PCSK2,CHEMBL2433
ATIC,CHEMBL2518
PURH ,CHEMBL2518
GBA,CHEMBL2179
GC,CHEMBL2179
GLUC,CHEMBL2179
G2AN,CHEMBL2519
GANAB,CHEMBL2519
KIAA0088,CHEMBL2519
GANC,CHEMBL2520
NA,CHEMBL3377
colA,CHEMBL2802
Cyp51,CHEMBL4981
Cyp51a1,CHEMBL4981
PGGT1B,CHEMBL4135
CYP4F2,CHEMBL3379
PAH,CHEMBL3076
Pah,CHEMBL3077
F2,CHEMBL3078
SLC19A2,CHEMBL3079
THT1,CHEMBL3079
TRMA,CHEMBL3079
Timp3,CHEMBL3881
Timp-3,CHEMBL3881
CHUK,CHEMBL3476
IKKA,CHEMBL3476
TCF16,CHEMBL3476
IKBKB,CHEMBL1991
IKKB,CHEMBL1991
CHIT1,CHEMBL3080
PTPN12,CHEMBL3236
dnaF,CHEMBL3897
mutI ,CHEMBL3897
polC,CHEMBL3897
Cyp11b2,CHEMBL3237
Cyp11b-2,CHEMBL3237
Cpt1,CHEMBL3858
Cpt-1,CHEMBL3858
Cpt1a,CHEMBL3858
CPT1,CHEMBL3238
CPT2,CHEMBL3238
Arom,CHEMBL3859
Cyp19,CHEMBL3859
Cyp19a1,CHEMBL3859
Lgp,CHEMBL3239
Pygl,CHEMBL3239
PYGB,CHEMBL3856
TKT,CHEMBL4983
IL2RB,CHEMBL3276
CXCR2,CHEMBL2434
IL8RB,CHEMBL2434
Tnf,CHEMBL4984
Tnfa,CHEMBL4984
Tnfsf2,CHEMBL4984
FUT9,CHEMBL4985
UNG,CHEMBL3277
UNG1,CHEMBL3277
UNG15,CHEMBL3277
DAPK2,CHEMBL3123
LYPLA3 ,CHEMBL4986
PLA2G15,CHEMBL4986
AIK2,CHEMBL2185
AIM1,CHEMBL2185
AIRK2,CHEMBL2185
ARK2,CHEMBL2185
AURKB,CHEMBL2185
STK1,CHEMBL2185
STK12,CHEMBL2185
STK5,CHEMBL2185
MSK2,CHEMBL3125
RPS6KA4,CHEMBL3125
dnk,CHEMBL4760
AZ3B,CHEMBL4761
C3AR1,CHEMBL4761
C3R1,CHEMBL4761
HNFAG09,CHEMBL4761
TUBB,CHEMBL5444
TUBB5 ,CHEMBL5444
guaB,CHEMBL3630
guaR,CHEMBL3630
deoA,CHEMBL3726
tpp,CHEMBL3726
ttg ,CHEMBL3726
thyA,CHEMBL2555
ALAD,CHEMBL3126
Crhr,CHEMBL4649
Crhr1,CHEMBL4649
CRF2R,CHEMBL4069
CRH2R,CHEMBL4069
CRHR2,CHEMBL4069
PLCD1,CHEMBL3727
Insr,CHEMBL3187
HLAA,CHEMBL2632
HLA-A,CHEMBL2632
NGFR,CHEMBL4762
TNFRSF16,CHEMBL4762
TNFAR,CHEMBL3378
TNFR1,CHEMBL3378
TNFRSF1A,CHEMBL3378
EDG2,CHEMBL3819
LPA1,CHEMBL3819
LPAR1,CHEMBL3819
EDG6,CHEMBL3230
S1PR4,CHEMBL3230
LPAP,CHEMBL4806
PTPRCAP,CHEMBL4806
ROCK1,CHEMBL3231
EDG4,CHEMBL3724
LPA2,CHEMBL3724
LPAR2,CHEMBL3724
APC,CHEMBL3233
DP2.5,CHEMBL3233
CACN1,CHEMBL3805
CACNA1S,CHEMBL3805
CACNL1A3,CHEMBL3805
ACHRA,CHEMBL4808
CHNRA,CHEMBL4808
CHRNA1,CHEMBL4808
ACPP,CHEMBL2633
Tph,CHEMBL4809
Tph1,CHEMBL4809
TREA,CHEMBL3087
TREH,CHEMBL3087
DNTT,CHEMBL4810
TDT,CHEMBL4810
UP,CHEMBL4811
UPP1,CHEMBL4811
KLK8,CHEMBL4812
NRPN,CHEMBL4812
PRSS19,CHEMBL4812
TADG14 ,CHEMBL4812
PIM1,CHEMBL2147
Bzrp,CHEMBL4552
Mbr,CHEMBL4552
Tspo,CHEMBL4552
PKN2,CHEMBL3032
PRK2,CHEMBL3032
PRKCL2,CHEMBL3032
CSK,CHEMBL2634
PLD1,CHEMBL2536
JAK3,CHEMBL2148
MSK1,CHEMBL4237
RPS6KA5,CHEMBL4237
FARS1 ,CHEMBL2511
FARS2,CHEMBL2511
KLK13,CHEMBL4863
KLKL4,CHEMBL4863
KLK14,CHEMBL2641
KLKL6,CHEMBL2641
Mylk,CHEMBL3062
EGLN2,CHEMBL3028
EIT6,CHEMBL3028
Adcy5,CHEMBL2880
Itpr3,CHEMBL2846
TF,CHEMBL4865
BLT2R,CHEMBL3191
BLTR2,CHEMBL3191
LTB4R2,CHEMBL3191
HDAC8,CHEMBL3192
HDACL1 ,CHEMBL3192
GSTA3,CHEMBL4866
P2RY11,CHEMBL4867
NR1C1,CHEMBL2847
PPARA,CHEMBL2847
ENPEP,CHEMBL4868
CD26,CHEMBL2559
DPP4,CHEMBL2559
Pkcd,CHEMBL2560
Prkcd,CHEMBL2560
Pkcd,CHEMBL3633
Prkcd,CHEMBL3633
PKCE,CHEMBL3582
PRKCE,CHEMBL3582
Pkce,CHEMBL3424
Prkce,CHEMBL3424
PKCG,CHEMBL2938
PRKCG,CHEMBL2938
Adprt2,CHEMBL2794
Adprtl2,CHEMBL2794
Aspartl2,CHEMBL2794
Parp2,CHEMBL2794
EPK2,CHEMBL2595
PRKCN,CHEMBL2595
PRKD3,CHEMBL2595
Nr3c3,CHEMBL2596
Pgr,CHEMBL2596
ALTPRP,CHEMBL4869
PRIP,CHEMBL4869
PRNP,CHEMBL4869
PRP,CHEMBL4869
LTF,CHEMBL2796
Trhr,CHEMBL4553
KCNJ8,CHEMBL4770
CD49D,CHEMBL278
ITGA4,CHEMBL278
TUBB3,CHEMBL2597
TUBB4,CHEMBL2597
ADCY9,CHEMBL2655
KIAA0520,CHEMBL2655
PDHK2,CHEMBL3861
PDK2,CHEMBL3861
SK2,CHEMBL3023
SPHK2,CHEMBL3023
DXS1179E,CHEMBL2598
PRKCI,CHEMBL2598
PKD,CHEMBL3863
PKD1,CHEMBL3863
PRKCM,CHEMBL3863
PRKD1,CHEMBL3863
RAF,CHEMBL1906
RAF1,CHEMBL1906
SYK,CHEMBL2599
PLK,CHEMBL3024
PLK1,CHEMBL3024
PLG,CHEMBL2957
CTRB1,CHEMBL4796
CTRL,CHEMBL4873
CTRL1,CHEMBL4873
PENT,CHEMBL4617
PNMT,CHEMBL4617
Pnmt,CHEMBL4874
ADSS2,CHEMBL4875
Adcy2,CHEMBL2958
ITGB7,CHEMBL2979
EMT,CHEMBL2959
ITK,CHEMBL2959
LYK,CHEMBL2959
JAK1,CHEMBL2835
JAK1A,CHEMBL2835
JAK1B,CHEMBL2835
Jak1,CHEMBL2968
KYNU,CHEMBL5100
CPB,CHEMBL2552
CPB1,CHEMBL2552
PCPB,CHEMBL2552
GPR14,CHEMBL3764
UTS2R,CHEMBL3764
Gpr14,CHEMBL4921
Senr,CHEMBL4921
Uts2r,CHEMBL4921
MAPKAPK1A,CHEMBL2553
RPS6KA1,CHEMBL2553
RSK1,CHEMBL2553
Avpr2,CHEMBL3766
LDLR,CHEMBL3311
Elam-1,CHEMBL2554
Sele,CHEMBL2554
JAK2,CHEMBL2971
RPS6KA6,CHEMBL4924
RSK4,CHEMBL4924
PFKF,CHEMBL2972
PFKP,CHEMBL2972
AK1,CHEMBL4925
AK3L1,CHEMBL4926
AK4,CHEMBL4926
PKR1,CHEMBL4928
PRKAR1,CHEMBL4928
PRKAR1A,CHEMBL4928
TSE1,CHEMBL4928
HDAC10,CHEMBL5103
Abcc1,CHEMBL2532
Abcc1a,CHEMBL2532
Abcc1b,CHEMBL2532
Mdrap,CHEMBL2532
Mrp,CHEMBL2532
Slc18a3,CHEMBL2125
Vacht,CHEMBL2125
Vat,CHEMBL2125
Blt,CHEMBL2126
Ltb4r,CHEMBL2126
EDG3,CHEMBL3892
S1PR3,CHEMBL3892
Grmp,CHEMBL2455
Selp,CHEMBL2455
ATP6AP1,CHEMBL4790
ATP6IP1,CHEMBL4790
ATP6S1,CHEMBL4790
VATPS1,CHEMBL4790
XAP3,CHEMBL4790
HTGL,CHEMBL2127
LIPC,CHEMBL2127
E2,CHEMBL4656
Lhcgr,CHEMBL2456
ALOX15B,CHEMBL2457
Nr1c1,CHEMBL2128
Ppar,CHEMBL2128
Ppara,CHEMBL2128
Nr1c1,CHEMBL2129
Ppar,CHEMBL2129
Ppara,CHEMBL2129
Nr1c2,CHEMBL2458
Pparb,CHEMBL2458
Ppard,CHEMBL2458
Nr1c3,CHEMBL2459
Pparg,CHEMBL2459
PREP,CHEMBL2460
Pep,CHEMBL4935
Prep,CHEMBL4935
PREP,CHEMBL2461
Th,CHEMBL2462
CSNK1E,CHEMBL4937
CAMK1,CHEMBL2493
CAMK,CHEMBL2494
CAMK4,CHEMBL2494
CAMK-GR,CHEMBL2494
CAMKIV,CHEMBL2494
Scn9a,CHEMBL3312
Pkcb,CHEMBL3042
Prkcb,CHEMBL3042
Prkcb1,CHEMBL3042
Ecgf1,CHEMBL2606
Tymp,CHEMBL2606
GAA,CHEMBL2608
LOX,CHEMBL2249
FLT,CHEMBL1868
FLT1,CHEMBL1868
FRT,CHEMBL1868
VEGFR1,CHEMBL1868
FLK1,CHEMBL279
KDR,CHEMBL279
VEGFR2,CHEMBL279
Tac2r,CHEMBL4554
Tacr2,CHEMBL4554
NK3R,CHEMBL4429
TAC3R,CHEMBL4429
TACR3,CHEMBL4429
Tac3r,CHEMBL3154
Tacr3,CHEMBL3154
NAALAD2,CHEMBL2609
NMBR,CHEMBL3636
Camk2b,CHEMBL2610
Ca13,CHEMBL2186
Car13,CHEMBL2186
Kcnn3,CHEMBL3780
IK1,CHEMBL4305
IKCA1,CHEMBL4305
KCA4,CHEMBL4305
KCNN4,CHEMBL4305
SK4,CHEMBL4305
CKM,CHEMBL2656
CKMM,CHEMBL2656
Bltr,CHEMBL2657
Ltb4r,CHEMBL2657
Ltb4r1,CHEMBL2657
Afar,CHEMBL2697
Akr7a1,CHEMBL2697
Akr7a3,CHEMBL2697
Dat,CHEMBL2799
Dat1,CHEMBL2799
Slc6a3,CHEMBL2799
Amy2,CHEMBL2699
P2ry12,CHEMBL2188
P2y12,CHEMBL2188
Ggcx,CHEMBL2744
MC3R,CHEMBL4644
Mc3r,CHEMBL4774
Mc4r,CHEMBL2700
MC5R,CHEMBL4608
Mc5r,CHEMBL2701
SLC18A2,CHEMBL4271
VMAT2,CHEMBL4271
Mlr,CHEMBL3507
Nr3c2,CHEMBL3507
NMT2,CHEMBL2849
CA5B,CHEMBL3969
GSK3A,CHEMBL2850
PRKG2,CHEMBL2896
PRKGR2,CHEMBL2896
PRKG1,CHEMBL4273
PRKG1B,CHEMBL4273
PRKGR1A,CHEMBL4273
PRKGR1B,CHEMBL4273
Mvk,CHEMBL4274
MMP13,CHEMBL280
Ams1,CHEMBL2195
Mat1a,CHEMBL2195
Rnpep,CHEMBL2836
Uck1,CHEMBL2196
Umpk,CHEMBL2196
Abcb1,CHEMBL3467
Abcb1b,CHEMBL3467
Mdr1,CHEMBL3467
Mdr1b,CHEMBL3467
Pgy1,CHEMBL3467
Pgy1-1,CHEMBL3467
Ams2,CHEMBL2838
Mat2a,CHEMBL2838
Siat7c,CHEMBL2198
St6galnac3,CHEMBL2198
CA4,CHEMBL281
Gprc1b,CHEMBL2851
Grm2,CHEMBL2851
Mglur2,CHEMBL2851
NOS1,CHEMBL3568
Nos1,CHEMBL4719
Inosl,CHEMBL3464
Nos2,CHEMBL3464
CA5,CHEMBL4789
CA5A,CHEMBL4789
MMP15,CHEMBL2963
MMP16,CHEMBL2200
MMPX2,CHEMBL2200
Cdc25b,CHEMBL2723
Cdc25m2,CHEMBL2723
MAP2K2,CHEMBL2964
MEK2,CHEMBL2964
MKK2,CHEMBL2964
PRKMK2,CHEMBL2964
JNKK1,CHEMBL2897
MAP2K4,CHEMBL2897
MEK4,CHEMBL2897
MKK4,CHEMBL2897
PRKMK4,CHEMBL2897
SEK1,CHEMBL2897
SERK1,CHEMBL2897
SKK1,CHEMBL2897
Jnkk1,CHEMBL2201
Map2k4,CHEMBL2201
Mek4,CHEMBL2201
Mkk4,CHEMBL2201
Prkmk4,CHEMBL2201
Sek1,CHEMBL2201
Serk1,CHEMBL2201
Skk1,CHEMBL2201
Pdgfr,CHEMBL4125
Pdgfr1,CHEMBL4125
Pdgfrb,CHEMBL4125
LRAT,CHEMBL2202
GPRC1D,CHEMBL2736
GRM4,CHEMBL2736
MGLUR4,CHEMBL2736
GPRC1F,CHEMBL4573
GRM6,CHEMBL4573
MGLUR6,CHEMBL4573
Gprc1f,CHEMBL3842
Grm6,CHEMBL3842
Mglur6,CHEMBL3842
Gprc1h,CHEMBL2718
Grm8,CHEMBL2718
Mglur8,CHEMBL2718
CA7,CHEMBL2326
GPR38,CHEMBL2203
MLNR,CHEMBL2203
MTLR,CHEMBL2203
MTLR1,CHEMBL2203
CA14,CHEMBL3510
Calcr,CHEMBL2204
CANX,CHEMBL2719
CAPN4,CHEMBL2205
CAPNS1,CHEMBL2205
IGF2R,CHEMBL3240
MPRI,CHEMBL3240
NCX1,CHEMBL4076
SLC8A1,CHEMBL4076
COT,CHEMBL2206
CROT,CHEMBL2206
Sat2,CHEMBL3794
Ssat2,CHEMBL3794
Drd5,CHEMBL2737
Erk2,CHEMBL2207
Mapk,CHEMBL2207
Mapk1,CHEMBL2207
Prkm1,CHEMBL2207
MAPK13,CHEMBL2939
PRKM13,CHEMBL2939
SAPK4,CHEMBL2939
MAPKAPK2,CHEMBL2208
MTNR1A,CHEMBL1945
MTNR1B,CHEMBL1946
Car,CHEMBL3069
Nr1i3,CHEMBL3069
ICAM1,CHEMBL3070
CASP4,CHEMBL2226
ICH2,CHEMBL2226
CASP5,CHEMBL3131
ICH3,CHEMBL3131
F3,CHEMBL4081
Cyp5,CHEMBL4028
Cyp5a1,CHEMBL4028
Tbxas1,CHEMBL4028
NAGA,CHEMBL3132
APNH1,CHEMBL2781
NHE1,CHEMBL2781
SLC9A1,CHEMBL2781
Nhe1,CHEMBL2577
Slc9a1,CHEMBL2577
NHE2,CHEMBL3133
SLC9A2,CHEMBL3133
PDYN,CHEMBL2227
CAD,CHEMBL3093
Drd1,CHEMBL3071
Drd1a,CHEMBL3071
Gpcr15,CHEMBL3071
MAPKAPK5,CHEMBL3094
PRAK,CHEMBL3094
CD26,CHEMBL3813
DPP4,CHEMBL3813
Mmp2,CHEMBL3095
MMP3,CHEMBL283
STMY1,CHEMBL283
CLG1,CHEMBL4588
MMP8,CHEMBL4588
COX2,CHEMBL3331
PTGS2,CHEMBL3331
Cox2,CHEMBL4321
Cox-2,CHEMBL4321
Pghs-b,CHEMBL4321
Ptgs2,CHEMBL4321
Tis10,CHEMBL4321
CYP1A1,CHEMBL2231
GLUH1,CHEMBL2009
GLUR1,CHEMBL2009
GRIA1,CHEMBL2009
Slc6a8,CHEMBL3814
Slc6a9,CHEMBL4556
GABT3,CHEMBL5208
GAT3,CHEMBL5208
SLC6A11,CHEMBL5208
Cd26,CHEMBL4653
Dpp4,CHEMBL4653
FDFT1,CHEMBL3338
KCNQ4,CHEMBL3576
LPC,CHEMBL2232
PC7,CHEMBL2232
PC8,CHEMBL2232
PCSK7,CHEMBL2232
SPC7,CHEMBL2232
ALDH1,CHEMBL3577
ALDH1A1,CHEMBL3577
PUMB1,CHEMBL3577
ALDH3,CHEMBL3578
ALDH3A1,CHEMBL3578
ALDH1A3,CHEMBL3579
ALDH6,CHEMBL3579
12LO,CHEMBL3687
ALOX12,CHEMBL3687
LOG12,CHEMBL3687
Pola,CHEMBL2797
Pola1,CHEMBL2797
HFLF2,CHEMBL3414
UL54,CHEMBL3414
ADCP2,CHEMBL284
CD26,CHEMBL284
DPP4,CHEMBL284
Gcgr,CHEMBL4773
Gcgr,CHEMBL4720
FKS2,CHEMBL3134
GLS2 ,CHEMBL3134
GSC2,CHEMBL3134
