GENENAME,CHEMBL_ID
Pla2g2e,CHEMBL4201
murD,CHEMBL4359
MCT1,CHEMBL4360
SLC16A1,CHEMBL4360
BCL2L3,CHEMBL4361
MCL1,CHEMBL4361
DPP3,CHEMBL4520
CYP24,CHEMBL4521
CYP24A1,CHEMBL4521
Cacna2,CHEMBL4676
Cacna2d1,CHEMBL4676
BCL2L2,CHEMBL4677
BCLW,CHEMBL4677
KIAA0271,CHEMBL4677
Bcat1,CHEMBL4678
BCAT1,CHEMBL4679
BCT1,CHEMBL4679
ECA39,CHEMBL4679
ADAMTS1,CHEMBL5133
KIAA1346,CHEMBL5133
METH1,CHEMBL5133
aroQ,CHEMBL4680
AKR1C3,CHEMBL4681
DDH1,CHEMBL4681
HSD17B5,CHEMBL4681
KIAA0119,CHEMBL4681
PGFS,CHEMBL4681
luxS,CHEMBL4682
PTPRE,CHEMBL4850
PRL3,CHEMBL4162
PTP4A3,CHEMBL4162
TIL4,CHEMBL4163
TLR2,CHEMBL4163
P53,CHEMBL4164
Tp53,CHEMBL4164
Trp53,CHEMBL4164
Pla2,CHEMBL4378
Pla2g1b,CHEMBL4378
Adam17,CHEMBL4379
Tace,CHEMBL4379
GAT2,CHEMBL4535
SLC6A13,CHEMBL4535
CYP707A3,CHEMBL4538
GPR109A,CHEMBL3785
HCA2,CHEMBL3785
HCAR2,CHEMBL3785
HM74A,CHEMBL3785
NIACR1,CHEMBL3785
srtB,CHEMBL3329
lacZ,CHEMBL3484
dhod,CHEMBL3486
fp2B,CHEMBL3488
FUCA1,CHEMBL3545
ATX,CHEMBL3691
ENPP2,CHEMBL3691
PDNP2,CHEMBL3691
DEP1,CHEMBL3692
PTPRJ,CHEMBL3692
gyrA,CHEMBL4165
Dig1,CHEMBL4166
Ltb4dh,CHEMBL4166
Ptgr1,CHEMBL4166
Pla2g5,CHEMBL4167
murA,CHEMBL4541
murA1,CHEMBL4541
ptpA,CHEMBL4542
kasB,CHEMBL4543
kasA,CHEMBL4544
PPP1CB,CHEMBL4546
trxr2,CHEMBL4547
Bace,CHEMBL4593
Bace1,CHEMBL4593
Hsd11b2,CHEMBL3490
Hsd11k,CHEMBL3490
CYP2J2,CHEMBL3491
PSMB2,CHEMBL3492
SLC8A1,CHEMBL3494
ME1,CHEMBL3495
luxS,CHEMBL3496
ygaG ,CHEMBL3496
Dhc1,CHEMBL3694
Dnch1,CHEMBL3694
Dnchc1,CHEMBL3694
Dnec1,CHEMBL3694
Dyhc,CHEMBL3694
Dync1h1,CHEMBL3694
Map1c,CHEMBL3694
xynB,CHEMBL4658
DOA3,CHEMBL4659
PRE2,CHEMBL4659
PRG1 ,CHEMBL4659
CD38,CHEMBL4660
PTPRL1,CHEMBL4661
PTPRM,CHEMBL4661
LMPX,CHEMBL4662
MB1,CHEMBL4662
PSMB5,CHEMBL4662
X,CHEMBL4662
cbg-1,CHEMBL4663
Adprt,CHEMBL4664
Parp1,CHEMBL4664
ACP1,CHEMBL4903
PRE7,CHEMBL4904
PRS3,CHEMBL4904
PTS1 ,CHEMBL4904
PTPG,CHEMBL4905
PTPRG,CHEMBL4905
KCNA4,CHEMBL4205
KCNA4L,CHEMBL4205
PRE1,CHEMBL4206
PSC5,CHEMBL4208
PSMB1,CHEMBL4208
SSS,CHEMBL4369
STR1,CHEMBL4369
murC,CHEMBL5168
UGT2B7,CHEMBL4370
UGTB2B9,CHEMBL4370
AMYB,CHEMBL4371
BMY1,CHEMBL4371
lef,CHEMBL4372
mssSI,CHEMBL4373
sssIM,CHEMBL4373
yop51,CHEMBL4404
yopH,CHEMBL4404
helD,CHEMBL4405
IDO,CHEMBL4685
IDO1,CHEMBL4685
INDO,CHEMBL4685
murD,CHEMBL4732
polC,CHEMBL4910
fba,CHEMBL4912
fbaA,CHEMBL4912
fda ,CHEMBL4912
fabB,CHEMBL4913
fabC ,CHEMBL4913
fabH,CHEMBL4914
LGALS1,CHEMBL4915
ALD,CHEMBL4916
1,CHEMBL4854
CACH1,CHEMBL4169
CACNA1S,CHEMBL4169
CACNL1A3,CHEMBL4169
amyL,CHEMBL4215
amyS,CHEMBL4215
pepN,CHEMBL4325
CD74,CHEMBL4692
DHLAG,CHEMBL4692
ATP2A1,CHEMBL4693
ALDOA,CHEMBL4695
PYGM,CHEMBL4696
ht1,CHEMBL4697
MLYCD,CHEMBL4698
actb,CHEMBL5170
CACNA2D1,CHEMBL3985
Rdl,CHEMBL3986
UGT2B17,CHEMBL4978
Cats,CHEMBL4098
Ctss,CHEMBL4098
PPO2,CHEMBL3318
Bcat2,CHEMBL3319
Bcatm,CHEMBL3319
Eca40,CHEMBL3319
luxS,CHEMBL5171
ytjB ,CHEMBL5171
cynT,CHEMBL4211
HS2ST,CHEMBL4212
HS2ST1,CHEMBL4212
ftsZ,CHEMBL4213
ENGASE,CHEMBL5172
NDUFV1,CHEMBL614865
UQOR1,CHEMBL614865
NDUFAB1,CHEMBL614865
SdhC,CHEMBL613815
SDH2,CHEMBL613815
ompdc,CHEMBL5173
aac(6')-Ii,CHEMBL4313
NCTC8129_00478,CHEMBL4313
NCTC8130_02519,CHEMBL4313
nmcA,CHEMBL4314
apbA ,CHEMBL4855
panE,CHEMBL4855
entE,CHEMBL4856
map,CHEMBL4857
URA3,CHEMBL4858
NRP,CHEMBL5174
NRP1,CHEMBL5174
VEGF165R,CHEMBL5174
ERAB,CHEMBL4159
HADH2,CHEMBL4159
HSD17B10,CHEMBL4159
MRPP2,CHEMBL4159
SCHAD,CHEMBL4159
SDR5C1,CHEMBL4159
XH98G2,CHEMBL4159
CTSZ,CHEMBL4160
ACSVL1,CHEMBL4326
FACVL1,CHEMBL4326
FATP2,CHEMBL4326
SLC27A2,CHEMBL4326
VLACS,CHEMBL4326
ACSVL4,CHEMBL4327
FATP4,CHEMBL4327
SLC27A4,CHEMBL4327
ACSB,CHEMBL5196
ACSVL6,CHEMBL5196
FACVL3,CHEMBL5196
FATP5,CHEMBL5196
SLC27A5,CHEMBL5196
BHMT,CHEMBL4328
NR2E3,CHEMBL4374
PNR,CHEMBL4374
RNR,CHEMBL4374
SRPK1,CHEMBL4375
DYRK2,CHEMBL4376
GNAS,CHEMBL4377
GNAS1,CHEMBL4377
GSP,CHEMBL4377
ICMT,CHEMBL4699
PCCMT,CHEMBL4699
GRP94,CHEMBL4748
HSP90B1,CHEMBL4748
TRA1,CHEMBL4748
Mcpt7,CHEMBL4749
Tpsab1,CHEMBL4749
Dyrk,CHEMBL4750
Dyrk1a,CHEMBL4750
Fasn,CHEMBL3783
Mcp7,CHEMBL3320
Mcpt7,CHEMBL3320
Tpsab1,CHEMBL3320
Tpsb1,CHEMBL3320
Mgl2,CHEMBL3321
Mgll,CHEMBL3321
Ptgir,CHEMBL3322
Cyp3a1,CHEMBL3323
Cyp3a-1,CHEMBL3323
Cyp3a11,CHEMBL3324
Cyp3a2,CHEMBL3324
Cyp3a-2,CHEMBL3324
Pept2,CHEMBL3325
Slc15a2,CHEMBL3325
DHFR-TS,CHEMBL3327
Crth2,CHEMBL2291
Gpr44,CHEMBL2291
Ptgdr2,CHEMBL2291
Airk,CHEMBL2211
Ark1,CHEMBL2211
Aura,CHEMBL2211
Aurka,CHEMBL2211
Ayk1,CHEMBL2211
Btak,CHEMBL2211
Iak1,CHEMBL2211
Stk15,CHEMBL2211
Stk6,CHEMBL2211
CKI2 ,CHEMBL3497
YCK1,CHEMBL3497
CHEMR23,CHEMBL3540
CMKLR1,CHEMBL3540
DEZ,CHEMBL3540
hd1b,CHEMBL3541
NIM1,CHEMBL3542
NIM1K,CHEMBL3542
kin-18,CHEMBL5197
sulu ,CHEMBL5197
P2ry6,CHEMBL3543
B1F,CHEMBL3544
CPF,CHEMBL3544
FTF,CHEMBL3544
NR5A2,CHEMBL3544
AD4BP,CHEMBL4666
FTZF1,CHEMBL4666
NR5A1,CHEMBL4666
SF1,CHEMBL4666
TMP1,CHEMBL4665
PLA2G3,CHEMBL4667
PNP,CHEMBL4668
ADA4,CHEMBL4669
GCN5,CHEMBL4669
SWI9 ,CHEMBL4669
ERK7,CHEMBL5198
ERK8,CHEMBL5198
MAPK15,CHEMBL5198
MAPKAPK3,CHEMBL4670
MKNK1,CHEMBL4718
MNK1,CHEMBL4718
NEK7,CHEMBL4849
ACK2,CHEMBL4514
BUD32,CHEMBL4515
LDB14 ,CHEMBL4515
CDC42BPA,CHEMBL4516
KIAA0451,CHEMBL4516
Hyk,CHEMBL5199
Tek,CHEMBL5199
Tie2,CHEMBL5199
Tie-2,CHEMBL5199
Fyn,CHEMBL4517
GPR105,CHEMBL4518
KIAA0001,CHEMBL4518
P2RY14,CHEMBL4518
plk1,CHEMBL4519
plx1,CHEMBL4519
BRSK2,CHEMBL4574
C11orf7,CHEMBL4574
PEN11B,CHEMBL4574
SADA,CHEMBL4574
STK29 ,CHEMBL4574
DYRK3,CHEMBL4575
HIPK2,CHEMBL4576
DYRK6,CHEMBL4577
FIST3,CHEMBL4577
HIPK3,CHEMBL4577
PKY,CHEMBL4577
KIAA0175,CHEMBL4578
MELK,CHEMBL4578
PIM3,CHEMBL5407
NAK,CHEMBL5408
TBK1,CHEMBL5408
GPBAR1,CHEMBL5409
TGR5,CHEMBL5409
Ccr4,CHEMBL5410
Cmkbr4,CHEMBL5410
Ffar1,CHEMBL5411
Gpr40,CHEMBL5411
Ccr2,CHEMBL5412
Cmkbr2,CHEMBL5412
Cmkar3,CHEMBL5200
Cxcr3,CHEMBL5200
AXOR12,CHEMBL5413
GPR54,CHEMBL5413
KISS1R,CHEMBL5413
Adrb2,CHEMBL5414
OOR,CHEMBL5492
OPRL1,CHEMBL5492
FFAR3,CHEMBL5201
GPR41,CHEMBL5201
FFA2,CHEMBL5493
FFAR2,CHEMBL5493
GPCR43,CHEMBL5493
GPR43,CHEMBL5493
HTR7,CHEMBL5494
mtnr1c,CHEMBL5495
P2rx1,CHEMBL5496
Gpr154,CHEMBL5497
Npsr1,CHEMBL5497
Pgr14,CHEMBL5497
GPM3,CHEMBL5498
Ccr1,CHEMBL5499
EP300,CHEMBL3784
P300,CHEMBL3784
KAT2B,CHEMBL5500
PCAF,CHEMBL5500
GCN5,CHEMBL5501
GCN5L2,CHEMBL5501
HGCN5,CHEMBL5501
KAT2A,CHEMBL5501
KIAA1717,CHEMBL5523
KMT7,CHEMBL5523
SET7,CHEMBL5523
SET9,CHEMBL5523
SETD7,CHEMBL5523
HMT2,CHEMBL5524
HRMT1L2,CHEMBL5524
IR1B4,CHEMBL5524
PRMT1,CHEMBL5524
env,CHEMBL5057
PRP19,CHEMBL5058
PSO4 ,CHEMBL5058
Plcg2,CHEMBL5230
Erk2,CHEMBL5233
Mapk,CHEMBL5233
Mapk1,CHEMBL5233
Prkm1,CHEMBL5233
KCNE1,CHEMBL5241
AGL,CHEMBL5272
GDE,CHEMBL5272
AGL,CHEMBL5273
TIE,CHEMBL5274
TIE1,CHEMBL5274
ACVRLK3,CHEMBL5275
ALK3,CHEMBL5275
BMPR1A,CHEMBL5275
ACVR1B,CHEMBL5310
ACVRLK4,CHEMBL5310
ALK4,CHEMBL5310
ACVRL1,CHEMBL5311
ACVRLK1,CHEMBL5311
ALK1,CHEMBL5311
AIRC,CHEMBL5312
Hsf1,CHEMBL5313
BYK,CHEMBL5314
DTK,CHEMBL5314
RSE,CHEMBL5314
SKY,CHEMBL5314
TIF,CHEMBL5314
TYRO3,CHEMBL5314
PAGA,CHEMBL5315
PAGB,CHEMBL5315
PRDX1,CHEMBL5315
TDPX2,CHEMBL5315
CDK18,CHEMBL5316
PCTAIRE3,CHEMBL5316
PCTK3,CHEMBL5316
CHRNA3,CHEMBL5317
BAX,CHEMBL5318
BCL2L4,CHEMBL5318
CAK,CHEMBL5319
DDR1,CHEMBL5319
EDDR1,CHEMBL5319
NEP,CHEMBL5319
NTRK4,CHEMBL5319
PTK3A,CHEMBL5319
RTK6,CHEMBL5319
TRKE,CHEMBL5319
DM1PK,CHEMBL5320
DMPK,CHEMBL5320
MDPK,CHEMBL5320
B9Z04_02915,CHEMBL5322
B9Z08_10965,CHEMBL5322
BN1321_130045,CHEMBL5322
BTN44_09895,CHEMBL5322
C0J46_09240,CHEMBL5322
CPZ23_09120,CHEMBL5322
CT123_11265,CHEMBL5322
CV021_09355,CHEMBL5322
dgk,CHEMBL5322
dgk_2,CHEMBL5322
EP54_13025,CHEMBL5322
EQ90_07195,CHEMBL5322
ERS072738_00423,CHEMBL5322
ERS072840_00729,CHEMBL5322
NCTC10654_00654,CHEMBL5322
NCTC11940_00521,CHEMBL5322
NCTC13131_01027,CHEMBL5322
NCTC13196_00638,CHEMBL5322
NCTC13812_00564,CHEMBL5322
NCTC6133_00659,CHEMBL5322
NCTC7878_01182,CHEMBL5322
NCTC7988_00590,CHEMBL5322
NCTC9944_00627,CHEMBL5322
RK64_03415,CHEMBL5322
SAMEA1466939_00349,CHEMBL5322
SAMEA1469870_01363,CHEMBL5322
SAMEA1531701_00895,CHEMBL5322
SAMEA1708674_02967,CHEMBL5322
SAMEA1708674_02978,CHEMBL5322
B9Z04_11470,CHEMBL5323
B9Z08_10225,CHEMBL5323
C0J46_10090,CHEMBL5323
C7P97_10700,CHEMBL5323
C7Q89_05730,CHEMBL5323
CSC83_06075,CHEMBL5323
CSC87_01000,CHEMBL5323
CT123_04540,CHEMBL5323
CV021_10205,CHEMBL5323
EP54_10835,CHEMBL5323
EQ90_06730,CHEMBL5323
ERS072738_01928,CHEMBL5323
ERS072840_01851,CHEMBL5323
NCTC10654_02282,CHEMBL5323
NCTC11940_02092,CHEMBL5323
NCTC13131_01454,CHEMBL5323
NCTC13196_01853,CHEMBL5323
NCTC13812_02252,CHEMBL5323
NCTC6133_02880,CHEMBL5323
NCTC7878_02877,CHEMBL5323
NCTC7988_02196,CHEMBL5323
NCTC9944_02265,CHEMBL5323
RK64_11250,CHEMBL5323
SAMEA1466939_01883,CHEMBL5323
SAMEA1469870_01935,CHEMBL5323
SAMEA1531701_02048,CHEMBL5323
SAMEA1708674_02566,CHEMBL5323
tdk,CHEMBL5323
B9Z04_02910,CHEMBL5324
B9Z08_10970,CHEMBL5324
dak,CHEMBL5324
EP54_13020,CHEMBL5324
EQ90_07190,CHEMBL5324
ERS072738_00424,CHEMBL5324
HMPREF3211_01403,CHEMBL5324
NCTC10654_00653,CHEMBL5324
NCTC10702_00991,CHEMBL5324
NCTC13131_01028,CHEMBL5324
NCTC13196_00639,CHEMBL5324
NCTC13812_00563,CHEMBL5324
NCTC9944_00626,CHEMBL5324
RK64_03410,CHEMBL5324
ureB,CHEMBL5325
cyp130,CHEMBL5357
EIF2AK4,CHEMBL5358
GCN2,CHEMBL5358
KIAA1338,CHEMBL5358
ICL1,CHEMBL5359
Fbp,CHEMBL5360
Fbp1,CHEMBL5360
Fbp3,CHEMBL5360
Pla2g2f,CHEMBL5361
B9Z04_13760,CHEMBL5362
B9Z08_01330,CHEMBL5362
EP54_00580,CHEMBL5362
EQ90_03180,CHEMBL5362
ERS072738_01232,CHEMBL5362
HMPREF3211_00152,CHEMBL5362
NCTC10654_02700,CHEMBL5362
NCTC11940_02513,CHEMBL5362
NCTC13131_00030,CHEMBL5362
NCTC13196_01422,CHEMBL5362
NCTC13812_02670,CHEMBL5362
NCTC9944_02688,CHEMBL5362
RK64_13550,CHEMBL5362
srtA,CHEMBL5362
CKX1,CHEMBL5363
LAK1,CHEMBL5364
NLK,CHEMBL5364
DINB1,CHEMBL5365
POLK,CHEMBL5365
ADPRT2,CHEMBL5366
ADPRTL2,CHEMBL5366
PARP2,CHEMBL5366
POLL,CHEMBL5367
ACCN3,CHEMBL5368
ASIC3,CHEMBL5368
SLNAC1,CHEMBL5368
TNAC1,CHEMBL5368
Jun,CHEMBL5369
KIN28,CHEMBL5370
amyS,CHEMBL5371
RB1,CHEMBL5288
DNTT,CHEMBL5289
TDT,CHEMBL5289
TOP2,CHEMBL5290
TOR3 ,CHEMBL5290
Ctsl,CHEMBL5291
Ctsl1,CHEMBL5291
pseT,CHEMBL5292
CALC1,CHEMBL5293
CALCA,CHEMBL5293
FKHR,CHEMBL5294
FOXO1,CHEMBL5294
FOXO1A,CHEMBL5294
KIF5A,CHEMBL5295
NKHC1,CHEMBL5295
GCK,CHEMBL5330
MAP4K2,CHEMBL5330
RAB8IP,CHEMBL5330
MER,CHEMBL5331
MERTK,CHEMBL5331
BMK1,CHEMBL5332
ERK5,CHEMBL5332
MAPK7,CHEMBL5332
PRKM7,CHEMBL5332
APP1,CHEMBL5333
PABP4,CHEMBL5333
PABPC4,CHEMBL5333
TNK1,CHEMBL5334
API2,CHEMBL5335
BIRC3,CHEMBL5335
MIHC,CHEMBL5335
RNF49,CHEMBL5335
BEN,CHEMBL5336
BMR1,CHEMBL5336
MDR1,CHEMBL5336
NCE103,CHEMBL5337
ENTPD8,CHEMBL5338
FFAR4,CHEMBL5339
GPR120,CHEMBL5339
GPR129,CHEMBL5339
O3FAR1,CHEMBL5339
PGR4,CHEMBL5339
fabF,CHEMBL5341
HSD11B1,CHEMBL5342
Bar,CHEMBL5343
Fxr,CHEMBL5343
Nr1h4,CHEMBL5343
Rip14,CHEMBL5343
Chuk,CHEMBL5380
Ikka,CHEMBL5380
Igf1r,CHEMBL5381
Akt2,CHEMBL5382
Pafah,CHEMBL5383
Pla2g7,CHEMBL5383
Prtn3,CHEMBL5384
Bad,CHEMBL5385
Bbc6,CHEMBL5385
Npm1,CHEMBL5386
Hhg1,CHEMBL5387
Shh,CHEMBL5387
KIAA0137,CHEMBL5388
TLK1,CHEMBL5388
C20orf1,CHEMBL5389
C20orf2,CHEMBL5389
DIL2,CHEMBL5389
HCA519,CHEMBL5389
TPX2,CHEMBL5389
SUFU,CHEMBL5390
POLI,CHEMBL5391
RAD30B,CHEMBL5391
ABCG2,CHEMBL5393
ABCP,CHEMBL5393
BCRP,CHEMBL5393
BCRP1,CHEMBL5393
MXR,CHEMBL5393
MSSK1,CHEMBL5415
SRPK3,CHEMBL5415
STK23,CHEMBL5415
CDC2L2,CHEMBL5416
CDC2L3,CHEMBL5416
CDK11A,CHEMBL5416
PITSLREB,CHEMBL5416
mndA,CHEMBL5417
NHE1,CHEMBL5418
mobA,CHEMBL5420
repB,CHEMBL5420
FABP1,CHEMBL5421
FABPL,CHEMBL5421
ERBA2L,CHEMBL5422
P4HB,CHEMBL5422
PDI,CHEMBL5422
PDIA1,CHEMBL5422
PO4DB,CHEMBL5422
chiA,CHEMBL5423
Scd,CHEMBL5424
Scd1,CHEMBL5424
RIB1,CHEMBL5425
RNASE1,CHEMBL5425
RNS1,CHEMBL5425
HSPA1,CHEMBL5460
HSPA1A,CHEMBL5460
HSX70,CHEMBL5460
GLI,CHEMBL5461
GLI1,CHEMBL5461
API1,CHEMBL5462
BIRC2,CHEMBL5462
MIHB,CHEMBL5462
RNF48,CHEMBL5462
ASAH,CHEMBL5463
ASAH1,CHEMBL5463
RIP,CHEMBL5464
RIP1,CHEMBL5464
RIPK1,CHEMBL5464
PKD2,CHEMBL5465
ACVR2B,CHEMBL5466
BMPR2,CHEMBL5467
PPH1,CHEMBL5467
CDC25,CHEMBL5468
GNRP,CHEMBL5468
GRF1,CHEMBL5468
RASGRF1,CHEMBL5468
FAK2,CHEMBL5469
PTK2B,CHEMBL5469
PYK2,CHEMBL5469
RAFTK,CHEMBL5469
KID,CHEMBL5470
KIF22,CHEMBL5470
KNSL4,CHEMBL5470
CAR,CHEMBL5503
NR1I3,CHEMBL5503
Galnr,CHEMBL5504
Galnr1,CHEMBL5504
Galr1,CHEMBL5504
Kcnma,CHEMBL5505
Kcnma1,CHEMBL5505
Mmel,CHEMBL5506
Mmp12,CHEMBL5506
Pace4,CHEMBL5507
Pcsk6,CHEMBL5507
Dyrk,CHEMBL5508
Dyrk1a,CHEMBL5508
Rock1,CHEMBL5509
Erk1,CHEMBL5510
Mapk3,CHEMBL5510
Prkm3,CHEMBL5510
Dusp6,CHEMBL5511
Mkp3,CHEMBL5511
Tpp2,CHEMBL5512
Pla2a2,CHEMBL5537
Pla2g2d,CHEMBL5537
Splash,CHEMBL5537
Carm1,CHEMBL5538
Prmt4,CHEMBL5538
AO964_03845,CHEMBL5539
AOY09_05445,CHEMBL5539
C0046_27725,CHEMBL5539
C8257_05325,CHEMBL5539
CAZ03_33860,CHEMBL5539
CAZ10_26315,CHEMBL5539
CGU42_07245,CHEMBL5539
CRX60_00455,CHEMBL5539
DC19_04850,CHEMBL5539
DI492_29940,CHEMBL5539
DN070_10950,CHEMBL5539
DZ934_12725,CHEMBL5539
DZ940_19030,CHEMBL5539
DZ962_23955,CHEMBL5539
E4V10_04960,CHEMBL5539
EQH76_28325,CHEMBL5539
IPC3_29275,CHEMBL5539
IPC669_09400,CHEMBL5539
NCTC13719_00971,CHEMBL5539
PAERUG_E15_London_28_01_14_04647,CHEMBL5539
pbpA,CHEMBL5539
RW109_RW109_01676,CHEMBL5539
spoVD,CHEMBL5539
CAZ10_03050,CHEMBL5540
ponB,CHEMBL5540
HDAC1,CHEMBL5541
POLH,CHEMBL5542
RAD30,CHEMBL5542
RAD30A,CHEMBL5542
XPV,CHEMBL5542
DYRK1B,CHEMBL5543
MIRK,CHEMBL5543
KIF3,CHEMBL5544
KIF3A,CHEMBL5544
C11orf11,CHEMBL5545
DAGLA,CHEMBL5545
KIAA0659,CHEMBL5545
NSDDR,CHEMBL5545
PLCG1,CHEMBL5566
MCF3,CHEMBL5568
ROS,CHEMBL5568
ROS1,CHEMBL5568
CHRNA4,CHEMBL5569
Csf1r,CHEMBL5570
Csfmr,CHEMBL5570
Fms,CHEMBL5570
GIP,CHEMBL5571
cloSI,CHEMBL5572
ALPI,CHEMBL5573
PCLAF,CHEMBL5574
KARS,CHEMBL5575
KARS1,CHEMBL5575
KIAA0070,CHEMBL5575
KIF14,CHEMBL5576
SHH,CHEMBL5602
NR0B2,CHEMBL5603
SHP,CHEMBL5603
TESK1,CHEMBL5604
MAP3K7IP1,CHEMBL5605
TAB1,CHEMBL5605
LKB1,CHEMBL5606
PJS,CHEMBL5606
STK11,CHEMBL5606
GRK1,CHEMBL5607
RHOK,CHEMBL5607
NTRK3,CHEMBL5608
TRKC,CHEMBL5608
BAK,CHEMBL5609
BAK1,CHEMBL5609
BCL2L7,CHEMBL5609
CDN1,CHEMBL5609
PRSS8,CHEMBL5610
Dia4,CHEMBL5611
Nmo1,CHEMBL5611
Nmor1,CHEMBL5611
Nqo1,CHEMBL5611
Pxn,CHEMBL5613
Gba2,CHEMBL5614
Kiaa1605,CHEMBL5614
CDC42BPG,CHEMBL5615
DMPK2,CHEMBL5615
blaTEM-125,CHEMBL5041
ERAP2,CHEMBL5043
LRAP,CHEMBL5043
NEK5,CHEMBL5044
Stat1,CHEMBL5045
HISPPD2A,CHEMBL5046
IP6K,CHEMBL5046
IPS1,CHEMBL5046
KIAA0377,CHEMBL5046
PPIP5K1,CHEMBL5046
VIP1,CHEMBL5046
ULK3,CHEMBL5047
AADACL1,CHEMBL5048
KIAA1363,CHEMBL5048
NCEH1,CHEMBL5048
CD39L1,CHEMBL5049
ENTPD2,CHEMBL5049
MMP24,CHEMBL5050
MT5MMP,CHEMBL5050
TRPV2,CHEMBL5051
VRL,CHEMBL5051
CDC42BPB,CHEMBL5052
LIPG,CHEMBL5080
IRAK3,CHEMBL5081
MST3,CHEMBL5082
STK24,CHEMBL5082
STK3,CHEMBL5082
ADPRT3,CHEMBL5083
ADPRTL3,CHEMBL5083
PARP3,CHEMBL5083
CSNK1G3,CHEMBL5084
aglB,CHEMBL5085
Trxr2,CHEMBL5086
Txnrd2,CHEMBL5086
Fads2,CHEMBL5087
Fadsd2,CHEMBL5087
Fads2,CHEMBL5088
Fadsd6,CHEMBL5088
glnA,CHEMBL5089
cyp51,CHEMBL5090
dxs,CHEMBL5091
coaA,CHEMBL5092
panK,CHEMBL5092
rts ,CHEMBL5092
rbsK,CHEMBL5093
bla,CHEMBL5094
shv1,CHEMBL5094
WEE1B,CHEMBL5095
WEE2,CHEMBL5095
ftsZ,CHEMBL5096
norA,CHEMBL5114
sspA,CHEMBL5115
SBK3,CHEMBL5116
SGK110,CHEMBL5116
ply,CHEMBL5117
rep,CHEMBL5118
GLI2,CHEMBL5119
EDN,CHEMBL5120
RNASE2,CHEMBL5120
RNS2,CHEMBL5120
ERK3,CHEMBL5121
MAPK6,CHEMBL5121
PRKM6,CHEMBL5121
DDR2,CHEMBL5122
NTRKR3,CHEMBL5122
TKT,CHEMBL5122
TYRO10,CHEMBL5122
PYK,CHEMBL5149
PDE6A,CHEMBL5151
PDEA,CHEMBL5151
PTGES,CHEMBL5152
B9X91_05800,CHEMBL5153
bla-oxa58,CHEMBL5153
blaOXA-58,CHEMBL5153
CHH37_17545,CHEMBL5153
CHH39_11435,CHEMBL5153
CSB70_4272,CHEMBL5153
CSB70_4282,CHEMBL5153
CSB70_4311,CHEMBL5153
E4664_20215,CHEMBL5153
EJP75_15955,CHEMBL5153
EKS29_04300,CHEMBL5153
oxa58,CHEMBL5153
BDKRB1,CHEMBL5155
Ela2,CHEMBL5156
Elane,CHEMBL5156
Scn10a,CHEMBL5158
Sns,CHEMBL5158
Poli,CHEMBL5159
Rad30b,CHEMBL5159
Anktm1,CHEMBL5160
Trpa1,CHEMBL5160
Npc1l1,CHEMBL5161
GPR154,CHEMBL5162
GPRA,CHEMBL5162
NPSR1,CHEMBL5162
PGR14,CHEMBL5162
Dagla,CHEMBL5180
Kiaa0659,CHEMBL5180
Nsddr,CHEMBL5180
chiC1,CHEMBL5181
fadD19,CHEMBL5182
P2rx7,CHEMBL5183
P2x7,CHEMBL5183
Abhd16a,CHEMBL5184
Bat5,CHEMBL5184
Ng26,CHEMBL5184
glr,CHEMBL5185
murI,CHEMBL5185
SSA1,CHEMBL5186
Ctsb,CHEMBL5187
Plcg1,CHEMBL5188
nanH,CHEMBL5189
Kcna1,CHEMBL5190
CD28,CHEMBL5191
atx,CHEMBL5192
bna,CHEMBL5192
bonT,CHEMBL5192
botA,CHEMBL5192
Glut1,CHEMBL5214
Glut-1,CHEMBL5214
Slc2a1,CHEMBL5214
GLUT3,CHEMBL5215
SLC2A3,CHEMBL5215
UMPS,CHEMBL5216
GS,CHEMBL5218
imi-1,CHEMBL5219
imiA,CHEMBL5219
Nisch,CHEMBL5221
Abl2,CHEMBL5222
AO964_07895,CHEMBL5225
CAZ03_05815,CHEMBL5225
CAZ10_21230,CHEMBL5225
CGU42_01090,CHEMBL5225
CRX60_22815,CHEMBL5225
CW299_32685,CHEMBL5225
DC19_24320,CHEMBL5225
DI492_11155,CHEMBL5225
DN070_30405,CHEMBL5225
DZ934_06595,CHEMBL5225
DZ940_08385,CHEMBL5225
DZ962_00565,CHEMBL5225
E4V10_06485,CHEMBL5225
EFK68_01815,CHEMBL5225
ftsI_1,CHEMBL5225
ftsI_2,CHEMBL5225
HQ52_24085,CHEMBL5225
IPC3_13380,CHEMBL5225
IPC669_10550,CHEMBL5225
NCTC13719_04773,CHEMBL5225
PAERUG_E15_London_28_01_14_00534,CHEMBL5225
pbpB,CHEMBL5225
RW109_RW109_05757,CHEMBL5225
UTS2R,CHEMBL5226
HSD11B1,CHEMBL5227
POLA2,CHEMBL5259
CARK,CHEMBL5260
TNNI3K,CHEMBL5260
KIAA1361,CHEMBL5261
MAP3K16,CHEMBL5261
MARKK,CHEMBL5261
TAOK1,CHEMBL5261
Gpr119,CHEMBL5262
Gpr119,CHEMBL5263
TOP1,CHEMBL5265
GPRIN1,CHEMBL5266
KIAA1893,CHEMBL5266
ADM2,CHEMBL5267
AM2,CHEMBL5267
Slc22a20,CHEMBL5269
dfrA,CHEMBL5270
GBAA_2237,CHEMBL5270
